Page,URL,og:title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/issue/687/100/resources-teachers,http://americamagazine.org/issue/687/100/resources-teachers,,163,135,0:01:21,61,90.16%,46.01%,$0.00
/issue/poverty-and-puerto-rico,http://americamagazine.org/issue/poverty-and-puerto-rico,,162,149,0:02:30,73,72.60%,50.00%,$0.00
/toc-past/2001-06-04,http://americamagazine.org/toc-past/2001-06-04,,161,63,0:00:05,0,0.00%,2.48%,$0.00
/content/the-word/traveling-time,http://americamagazine.org/content/the-word/traveling-time,,160,126,0:01:19,19,89.47%,21.88%,$0.00
/issue/life-after-birth,http://americamagazine.org/issue/life-after-birth,,159,150,0:04:41,53,71.70%,58.49%,$0.00
/issue/teaching-transforms,http://americamagazine.org/issue/teaching-transforms,,157,129,0:04:26,97,80.61%,71.97%,$0.00
/issue/794/film/hollow-justice,http://americamagazine.org/issue/794/film/hollow-justice,,156,145,0:06:04,145,89.66%,92.95%,$0.00
/issue/rights-refugees,http://americamagazine.org/issue/rights-refugees,,156,132,0:03:24,125,89.60%,81.41%,$0.00
/content/all-things/happy-75th-birthday-bob-dylan,http://americamagazine.org/content/all-things/happy-75th-birthday-bob-dylan,,154,142,0:04:02,59,84.75%,72.08%,$0.00
/content/all-things/jesuit-formation-and-lingo,http://americamagazine.org/content/all-things/jesuit-formation-and-lingo,,153,147,0:09:47,138,87.68%,90.20%,$0.00
/content/the-word/seeing-believing-really,http://americamagazine.org/content/the-word/seeing-believing-really,,151,135,0:09:33,133,90.98%,88.74%,$0.00
/issue/vatican-marks-laudato-si-anniversary-new-website,http://americamagazine.org/issue/vatican-marks-laudato-si-anniversary-new-website,,151,128,0:03:11,113,44.35%,74.83%,$0.00
/issue/484/article/why-go-mass,http://americamagazine.org/issue/484/article/why-go-mass,,150,136,0:04:09,134,87.31%,87.33%,$0.00
/issue/reply-all-112,http://americamagazine.org/issue/reply-all-112,,150,131,0:02:52,59,65.00%,44.00%,$0.00
/submit/44633,http://americamagazine.org/submit/44633,,150,94,0:01:03,4,50.00%,8.67%,$0.00
/issue/480/article/ministry-parish-liturgy-committee,http://americamagazine.org/issue/480/article/ministry-parish-liturgy-committee,,149,131,0:06:21,129,89.23%,85.23%,$0.00
/content/all-things/livestream-rene-girard-politics-religion-violence,http://americamagazine.org/content/all-things/livestream-rene-girard-politics-religion-violence,,147,114,0:03:12,77,76.62%,61.90%,$0.00
/content/all-things/feast-st-aloysius-gonzaga,http://americamagazine.org/content/all-things/feast-st-aloysius-gonzaga,,146,131,0:06:40,129,84.50%,85.62%,$0.00
/content/the-word/real-presence,http://americamagazine.org/content/the-word/real-presence,,146,136,0:01:15,48,72.34%,39.04%,$0.00
/issue/599/article/what-distinguishes-jesuits,http://americamagazine.org/issue/599/article/what-distinguishes-jesuits,,145,132,0:05:58,129,86.05%,86.90%,$0.00
/content/good-word/he-died-make-men-holy,http://americamagazine.org/content/good-word/he-died-make-men-holy,,144,139,0:02:38,35,86.11%,45.83%,$0.00
/content/dispatches/punisher-now-president-elect-can-church-adapt,http://americamagazine.org/content/dispatches/punisher-now-president-elect-can-church-adapt,,143,131,0:04:23,99,75.00%,79.72%,$0.00
/content/all-things/catholic-blogosphere-qa-father-john-zuhlsdorf,http://americamagazine.org/content/all-things/catholic-blogosphere-qa-father-john-zuhlsdorf,,142,129,0:09:24,124,75.81%,83.80%,$0.00
/issue/pope-francis-responds-terrorism-turkey,http://americamagazine.org/issue/pope-francis-responds-terrorism-turkey,,142,132,0:03:34,127,90.55%,88.03%,$0.00
/users/kevin-clarke,http://americamagazine.org/users/kevin-clarke,,142,115,0:00:52,43,72.09%,40.85%,$0.00
/content/all-things/gay-and-catholic-interview-author-eve-tushnet,http://americamagazine.org/content/all-things/gay-and-catholic-interview-author-eve-tushnet,,141,133,0:09:50,132,75.00%,90.78%,$0.00
/content/ignatian-educator/dana-gioias-prayer,http://americamagazine.org/content/ignatian-educator/dana-gioias-prayer,,140,126,0:08:38,126,87.30%,89.29%,$0.00
/issue/plague-us-shootings-continues-survivors-mourn-inaction,http://americamagazine.org/issue/plague-us-shootings-continues-survivors-mourn-inaction,,140,135,0:04:10,106,83.96%,82.14%,$0.00
/issue/100/humanae-vitae-25-years-later,http://americamagazine.org/issue/100/humanae-vitae-25-years-later,,139,122,0:05:20,118,90.68%,85.61%,$0.00
/issue/reply-all-110,http://americamagazine.org/issue/reply-all-110,,139,133,0:02:11,54,92.59%,60.43%,$0.00
/users/jim-mcdermott,http://americamagazine.org/users/jim-mcdermott,,139,120,0:01:18,37,62.16%,44.60%,$0.00
/content/all-things/study-quran-and-battle-against-ignorance,http://americamagazine.org/content/all-things/study-quran-and-battle-against-ignorance,,138,131,0:10:54,127,81.10%,92.03%,$0.00
/issue/742/article/last-days-st-vincents,http://americamagazine.org/issue/742/article/last-days-st-vincents,,137,128,0:10:34,126,82.81%,89.78%,$0.00
/issue/434/faith-focus/sign-cross,http://americamagazine.org/issue/434/faith-focus/sign-cross,,136,125,0:08:56,123,85.37%,89.71%,$0.00
/issue/colonial-creations,http://americamagazine.org/issue/colonial-creations,,136,126,0:09:56,109,84.40%,87.50%,$0.00
/issue/encountering-jesus,http://americamagazine.org/issue/encountering-jesus,,136,116,0:04:44,113,87.61%,83.09%,$0.00
/issue/witnesses-freedom-theme-fortnight-religious-liberty,http://americamagazine.org/issue/witnesses-freedom-theme-fortnight-religious-liberty,,136,130,0:03:39,93,78.72%,76.47%,$0.00
/content/all-things/pope-francis-dignity-labor,http://americamagazine.org/content/all-things/pope-francis-dignity-labor,,135,120,0:10:47,120,86.67%,88.89%,$0.00
/issue/100/what-theology-and-not,http://americamagazine.org/issue/100/what-theology-and-not,,135,128,0:07:30,128,92.19%,92.59%,$0.00
/issue/5129/article/lost-generation,http://americamagazine.org/issue/5129/article/lost-generation,,135,128,0:04:53,126,89.76%,91.11%,$0.00
/issue/great-gift-laudato-si,http://americamagazine.org/issue/great-gift-laudato-si,,135,112,0:02:41,61,73.44%,59.26%,$0.00
/issue/pope-calls-abortion-euthanasia-ivf-sins-against-god-creator,http://americamagazine.org/issue/pope-calls-abortion-euthanasia-ivf-sins-against-god-creator,,135,120,0:05:14,118,84.03%,86.67%,$0.00
/users/editors-0,http://americamagazine.org/users/editors-0,,134,115,0:00:35,9,33.33%,21.64%,$0.00
/users/kerry-weber,http://americamagazine.org/users/kerry-weber,,133,109,0:01:18,65,50.77%,42.86%,$0.00
/generationfaith,http://americamagazine.org/generationfaith,,130,109,0:00:34,25,60.00%,26.92%,$0.00
/issue/423/article/vatican-ii-myth-and-reality,http://americamagazine.org/issue/423/article/vatican-ii-myth-and-reality,,130,121,0:04:38,117,85.47%,86.15%,$0.00
/issue/440/article/chosen-path,http://americamagazine.org/issue/440/article/chosen-path,,130,82,0:00:29,82,41.46%,63.08%,$0.00
/issue/pope-francis-open-study-women-deacons,http://americamagazine.org/issue/pope-francis-open-study-women-deacons,,130,120,0:03:53,83,81.93%,73.08%,$0.00
/users/francis-x-clooney-sj,http://americamagazine.org/users/francis-x-clooney-sj,,130,108,0:00:48,63,53.97%,50.00%,$0.00
/content/all-things/god-chooses-despised-interview-2015-templeton-prize-laureate-jean-vanier,http://americamagazine.org/content/all-things/god-chooses-despised-interview-2015-templeton-prize-laureate-jean-vanier,,129,113,0:09:33,111,68.75%,86.05%,$0.00
/users/terrance-w-klein,http://americamagazine.org/users/terrance-w-klein,,129,84,0:00:34,28,42.86%,22.48%,$0.00
/huntprize,http://americamagazine.org/huntprize,,128,121,0:01:48,94,80.85%,69.53%,$0.00
/issue/new-jesuit-saint,http://americamagazine.org/issue/new-jesuit-saint,,127,103,0:03:58,103,86.41%,78.74%,$0.00
/classifieds/jobs/executive-director,http://americamagazine.org/classifieds/jobs/executive-director,,126,123,0:00:29,5,60.00%,30.16%,$0.00
/toc-past/2016-05-09,http://americamagazine.org/toc-past/2016-05-09,,126,96,0:00:58,25,44.00%,17.46%,$0.00
/toc-past/2016-07-04,http://americamagazine.org/toc-past/2016-07-04,,126,82,0:00:40,4,0.00%,15.08%,$0.00
/issue/astounding-mercy,http://americamagazine.org/issue/astounding-mercy,,124,113,0:06:11,100,90.00%,83.06%,$0.00
/issue/470/faith-focus/catholic-among-amish,http://americamagazine.org/issue/470/faith-focus/catholic-among-amish,,123,118,0:12:22,115,88.79%,94.31%,$0.00
/issue/call-virtue,http://americamagazine.org/issue/call-virtue,,123,117,0:05:44,114,87.72%,89.43%,$0.00
/sections/ideas,http://americamagazine.org/sections/ideas,,123,109,0:01:06,51,98.04%,57.72%,$0.00
/catholiced,http://americamagazine.org/catholiced,,122,115,0:05:26,112,91.96%,93.44%,$0.00
/issue/‘i-am-sinner’,http://americamagazine.org/issue/‘i-am-sinner’,,122,111,0:04:57,105,83.81%,81.15%,$0.00
/issue/article/good-conscience,http://americamagazine.org/issue/article/good-conscience,,122,112,0:04:10,80,83.75%,72.13%,$0.00
/content/dispatches/ireland-silenced-priest-speaks,http://americamagazine.org/content/dispatches/ireland-silenced-priest-speaks,,121,117,0:05:23,45,78.26%,66.94%,$0.00
/issue/culture/early-first-lady,http://americamagazine.org/issue/culture/early-first-lady,,121,108,0:03:29,43,86.05%,47.11%,$0.00
/issue/francis-dream-europe,http://americamagazine.org/issue/francis-dream-europe,,121,111,0:04:03,26,84.62%,53.72%,$0.00
/issue/ignatius-way,http://americamagazine.org/issue/ignatius-way,,121,113,0:09:17,68,79.71%,83.47%,$0.00
/issue/james-martin-sj-jesus,http://americamagazine.org/issue/james-martin-sj-jesus,,121,110,0:10:44,107,79.44%,86.78%,$0.00
/television,http://americamagazine.org/television,,121,101,0:01:09,56,96.43%,55.37%,$0.00
/toc-past/2016-05-10,http://americamagazine.org/toc-past/2016-05-10,,121,90,0:01:10,83,42.17%,40.50%,$0.00
/classified/389,http://americamagazine.org/classified/389,,120,75,0:00:32,64,34.38%,30.00%,$0.00
/issue/my-jesuit-formation,http://americamagazine.org/issue/my-jesuit-formation,,120,115,0:03:02,66,86.36%,68.33%,$0.00
/issue/vatican-judges-pledge-fight-human-trafficking,http://americamagazine.org/issue/vatican-judges-pledge-fight-human-trafficking,,120,108,0:04:39,90,81.11%,79.17%,$0.00
/issue/laudato-si-map,http://americamagazine.org/issue/laudato-si-map,,119,107,0:07:07,98,86.73%,84.87%,$0.00
/issue/marriage-prep,http://americamagazine.org/issue/marriage-prep,,119,109,0:01:05,32,58.06%,37.82%,$0.00
/issue/message-mercy,http://americamagazine.org/issue/message-mercy,,119,109,0:04:04,103,89.32%,87.39%,$0.00
/content/all-things/faith-technology-qa-peter-thiel,http://americamagazine.org/content/all-things/faith-technology-qa-peter-thiel,,118,114,0:10:08,114,82.61%,95.76%,$0.00
/issue/culture/leadership-blinkered,http://americamagazine.org/issue/culture/leadership-blinkered,,118,109,0:03:04,37,83.78%,47.46%,$0.00
/users/raymond-schroth,http://americamagazine.org/users/raymond-schroth,,118,106,0:01:32,57,58.93%,38.14%,$0.00
/content/all-things/gods-not-fixing-no-were-not-listening,http://americamagazine.org/content/all-things/gods-not-fixing-no-were-not-listening,,117,109,0:03:43,105,86.67%,87.18%,$0.00
/content/all-things/narcissism-and-grandiosity-sexual-abuse,http://americamagazine.org/content/all-things/narcissism-and-grandiosity-sexual-abuse,,117,110,0:11:16,110,79.28%,94.02%,$0.00
/content/all-things/pope-and-president-paul-vi-and-john-f-kennedy-solemn-handshake-and-bittersweet,http://americamagazine.org/content/all-things/pope-and-president-paul-vi-and-john-f-kennedy-solemn-handshake-and-bittersweet,,115,108,0:08:41,106,89.72%,93.04%,$0.00
/content/the-word/forgiven-sinners,http://americamagazine.org/content/the-word/forgiven-sinners,,115,93,0:00:59,8,62.50%,19.13%,$0.00
/issue/435/article/jesuits-baghdad-1932-69,http://americamagazine.org/issue/435/article/jesuits-baghdad-1932-69,,115,101,0:05:17,100,84.00%,85.22%,$0.00
/issue/pope-no-social-climbers-money-and-power-harm-church,http://americamagazine.org/issue/pope-no-social-climbers-money-and-power-harm-church,,115,104,0:02:31,18,66.67%,46.96%,$0.00
/content/all-things/married-priest-responds-amoris-laetitia-9-questions-father-dwight-longenecker,http://americamagazine.org/content/all-things/married-priest-responds-amoris-laetitia-9-questions-father-dwight-longenecker,,114,109,0:06:49,52,77.36%,72.81%,$0.00
/content/dispatches/commencement-controversy-season-part-iii,http://americamagazine.org/content/dispatches/commencement-controversy-season-part-iii,,114,102,0:03:55,39,66.67%,44.74%,$0.00
/content/dispatches/french-archbishop-christophe-pierre-expected-be-new-nuncio-united-states,http://americamagazine.org/content/dispatches/french-archbishop-christophe-pierre-expected-be-new-nuncio-united-states,,114,102,0:01:52,91,76.09%,74.56%,$0.00
/issue/armenians-await-june-visit-pope-francis,http://americamagazine.org/issue/armenians-await-june-visit-pope-francis,,114,106,0:03:59,101,87.13%,88.60%,$0.00
/issue/patriarch-urges-leaders-attend-historic-orthodox-meeting,http://americamagazine.org/issue/patriarch-urges-leaders-attend-historic-orthodox-meeting,,114,100,0:03:20,73,84.93%,73.68%,$0.00
/issue/pope-travels-armenia-amid-new-tensions,http://americamagazine.org/issue/pope-travels-armenia-amid-new-tensions,,114,105,0:04:16,82,89.02%,78.95%,$0.00
/content/the-word/shaping,http://americamagazine.org/content/the-word/shaping,,113,97,0:00:33,5,80.00%,23.89%,$0.00
/ebook,http://americamagazine.org/ebook,,113,108,0:01:29,52,96.15%,59.29%,$0.00
/content/all-things/final-vows-whats,http://americamagazine.org/content/all-things/final-vows-whats,,112,105,0:11:57,103,84.47%,90.18%,$0.00
/content/dispatches/pope-francis-exhortation-magna-charta-world-meeting-families-dublin,http://americamagazine.org/content/dispatches/pope-francis-exhortation-magna-charta-world-meeting-families-dublin,,111,100,0:08:30,34,76.47%,63.96%,$0.00
/issue/bicentennial-bibles,http://americamagazine.org/issue/bicentennial-bibles,,111,102,0:01:10,17,64.71%,28.83%,$0.00
/issue/church-shopping,http://americamagazine.org/issue/church-shopping,,111,103,0:08:24,96,89.80%,90.99%,$0.00
/content/all-things/sacred-fire-qa-father-ron-rolheiser-omi,http://americamagazine.org/content/all-things/sacred-fire-qa-father-ron-rolheiser-omi,,110,102,0:08:12,102,81.37%,89.09%,$0.00
/americapress/search.html,http://americamagazine.org/americapress/search.html,,109,64,0:00:28,63,23.81%,24.77%,$0.00
/content/all-things/involuntary-celibacy,http://americamagazine.org/content/all-things/involuntary-celibacy,,109,105,0:16:40,104,84.11%,96.33%,$0.00
/content/ignatian-educator/why-did-christ-allow-himself-be-tempted,http://americamagazine.org/content/ignatian-educator/why-did-christ-allow-himself-be-tempted,,109,105,0:08:58,104,88.46%,95.41%,$0.00
/issue/747/article/catholic-schools-we-need,http://americamagazine.org/issue/747/article/catholic-schools-we-need,,109,101,0:03:32,100,89.11%,90.83%,$0.00
/issue/cns-director-tony-spence-forced-out,http://americamagazine.org/issue/cns-director-tony-spence-forced-out,,109,107,0:04:14,88,89.77%,82.57%,$0.00
/issue/key-everything,http://americamagazine.org/issue/key-everything,,109,104,0:05:51,78,85.90%,77.98%,$0.00
/classifieds/jobs/catholic-religious-studies-teacher,http://americamagazine.org/classifieds/jobs/catholic-religious-studies-teacher,,108,104,0:00:19,2,100.00%,25.00%,$0.00
/content/the-word/great-forgiveness-great-love,http://americamagazine.org/content/the-word/great-forgiveness-great-love,,108,87,0:01:13,11,63.64%,17.59%,$0.00
/issue/action-gun-violence-respect-life-issue-some,http://americamagazine.org/issue/action-gun-violence-respect-life-issue-some,,108,99,0:04:02,91,87.91%,86.11%,$0.00
/issue/religious-life-reimagined,http://americamagazine.org/issue/religious-life-reimagined,,108,87,0:02:10,69,84.06%,66.67%,$0.00
/sections/pope-francis-homilies?page=1,http://americamagazine.org/sections/pope-francis-homilies?page=1,,108,75,0:00:56,22,40.91%,18.52%,$0.00
/content/all-things/child-abuse-ghana-0,http://americamagazine.org/content/all-things/child-abuse-ghana-0,,107,87,0:09:14,87,68.97%,80.37%,$0.00
/content/all-things/my-soul-shall-be-healed,http://americamagazine.org/content/all-things/my-soul-shall-be-healed,,107,103,0:10:28,102,95.10%,95.33%,$0.00
/issue/100/catholic-imagination-bruce-springsteen,http://americamagazine.org/issue/100/catholic-imagination-bruce-springsteen,,107,94,0:03:45,90,88.89%,86.92%,$0.00
/issue/sspx-leader-says-confusion-reigns-church,http://americamagazine.org/issue/sspx-leader-says-confusion-reigns-church,,107,100,0:01:36,83,90.36%,84.11%,$0.00
/content/all-things/letter-other-joseph-jesus-life-saint-joseph-arimathea,http://americamagazine.org/content/all-things/letter-other-joseph-jesus-life-saint-joseph-arimathea,,106,98,0:02:47,98,87.76%,91.51%,$0.00
/issue/623/100/how-start-catholic-book-club,http://americamagazine.org/issue/623/100/how-start-catholic-book-club,,106,96,0:04:27,89,79.78%,82.08%,$0.00
/issue/686/article/motown-sound,http://americamagazine.org/issue/686/article/motown-sound,,106,100,0:04:11,100,91.09%,93.40%,$0.00
/issue/bridging-racial-divide,http://americamagazine.org/issue/bridging-racial-divide,,106,88,0:06:50,63,69.84%,66.98%,$0.00
/issue/vocation-crisis,http://americamagazine.org/issue/vocation-crisis,,106,104,0:09:56,103,86.41%,94.34%,$0.00
/content/all-things/faith-and-science-15-questions-dr-stephen-barr,http://americamagazine.org/content/all-things/faith-and-science-15-questions-dr-stephen-barr,,105,93,0:07:26,91,83.52%,80.95%,$0.00
/content/all-things/pedophilia-and-homosexuality,http://americamagazine.org/content/all-things/pedophilia-and-homosexuality,,105,100,0:03:30,100,88.00%,95.24%,$0.00
/issue/news-briefs-123,http://americamagazine.org/issue/news-briefs-123,,105,98,0:01:02,19,52.63%,33.33%,$0.00
/issue/simply-loving,http://americamagazine.org/issue/simply-loving,,105,90,0:02:58,70,73.24%,68.57%,$0.00
/issue/639/article/christ-and-secular-sweden,http://americamagazine.org/issue/639/article/christ-and-secular-sweden,,104,99,0:06:49,99,91.92%,94.23%,$0.00
/issue/modern-martyrs,http://americamagazine.org/issue/modern-martyrs,,104,99,0:05:15,99,91.92%,95.19%,$0.00
/media/podcasts/catholic-women-deacons,http://americamagazine.org/media/podcasts/catholic-women-deacons,,104,93,0:04:19,52,84.62%,61.54%,$0.00
/media/videos/exclusive-interview-new-papal-nuncio-us,http://americamagazine.org/media/videos/exclusive-interview-new-papal-nuncio-us,,104,91,0:02:35,25,76.00%,52.88%,$0.00
/content/dispatches/troubled-dream-europe,http://americamagazine.org/content/dispatches/troubled-dream-europe,,103,88,0:01:57,54,74.07%,58.25%,$0.00
/issue/british-labour-mp-killed-shooting,http://americamagazine.org/issue/british-labour-mp-killed-shooting,,103,99,0:03:36,83,89.16%,85.44%,$0.00
/church-poor,http://americamagazine.org/church-poor,,102,92,0:05:09,73,89.04%,74.51%,$0.00
/content/dispatches/pope-francis-washes-feet-refugees-different-religions-and-countries,http://americamagazine.org/content/dispatches/pope-francis-washes-feet-refugees-different-religions-and-countries,,102,90,0:06:16,89,89.89%,88.24%,$0.00
/content/good-word/superfluity-or-superabundance,http://americamagazine.org/content/good-word/superfluity-or-superabundance,,102,94,0:02:14,54,83.33%,69.61%,$0.00
/issue/424/columns/equal-or-fair,http://americamagazine.org/issue/424/columns/equal-or-fair,,102,99,0:09:05,98,92.93%,96.08%,$0.00
/content/good-word/acts-apostles-online-commentary-29,http://americamagazine.org/content/good-word/acts-apostles-online-commentary-29,,101,92,0:11:05,92,86.96%,91.09%,$0.00
/issue/625/article/what-are-theologians-saying-about-christology,http://americamagazine.org/issue/625/article/what-are-theologians-saying-about-christology,,101,88,0:05:03,87,79.31%,82.18%,$0.00
/content/all-things/best-jesus-book-i-know,http://americamagazine.org/content/all-things/best-jesus-book-i-know,,100,94,0:09:34,94,80.00%,93.00%,$0.00
/content/all-things/pope-francis-married-catholic-priests-qa-bishop-john-parma,http://americamagazine.org/content/all-things/pope-francis-married-catholic-priests-qa-bishop-john-parma,,100,96,0:15:24,95,88.42%,95.00%,$0.00
/issue/472/editorial/abortion-debate-today,http://americamagazine.org/issue/472/editorial/abortion-debate-today,,100,95,0:04:16,92,91.30%,92.00%,$0.00
/issue/examining-conscience,http://americamagazine.org/issue/examining-conscience,,100,88,0:04:23,70,82.86%,74.00%,$0.00
/issue/holy-sepulcher-restoration,http://americamagazine.org/issue/holy-sepulcher-restoration,,100,83,0:02:17,36,66.67%,40.00%,$0.00
/issue/post-apartheid-brain-drain,http://americamagazine.org/issue/post-apartheid-brain-drain,,100,90,0:03:05,34,58.82%,45.00%,$0.00
/content/the-word/one-i-look,http://americamagazine.org/content/the-word/one-i-look,,99,81,0:01:36,3,75.00%,11.11%,$0.00
/content/the-word/prophetic-values,http://americamagazine.org/content/the-word/prophetic-values,,99,83,0:01:51,7,71.43%,14.14%,$0.00
/issue/633/article/love-will-decide-everything,http://americamagazine.org/issue/633/article/love-will-decide-everything,,99,83,0:05:02,82,81.71%,79.80%,$0.00
/issue/archbishop-elias-chacour-steps-down,http://americamagazine.org/issue/archbishop-elias-chacour-steps-down,,99,91,0:04:22,91,91.21%,90.91%,$0.00
/issue/man-peace,http://americamagazine.org/issue/man-peace,,99,93,0:04:57,59,72.41%,64.65%,$0.00
/issue/555/article/historical-mary,http://americamagazine.org/issue/555/article/historical-mary,,98,87,0:04:19,83,86.75%,79.59%,$0.00
/issue/annulment-dilemma,http://americamagazine.org/issue/annulment-dilemma,,98,94,0:13:54,92,85.87%,95.92%,$0.00
/issue/boris-bows-out-another-shock-uk,http://americamagazine.org/issue/boris-bows-out-another-shock-uk,,98,95,0:06:24,89,89.89%,89.80%,$0.00
/issue/575/article/real-story-council-nicea,http://americamagazine.org/issue/575/article/real-story-council-nicea,,97,96,0:08:16,96,96.88%,97.94%,$0.00
/issue/pope-paul-vi-1963-1978,http://americamagazine.org/issue/pope-paul-vi-1963-1978,,97,80,0:06:52,80,80.00%,82.47%,$0.00
/content/all-things/eager-love-author-qa-father-richard-rohr-ofm,http://americamagazine.org/content/all-things/eager-love-author-qa-father-richard-rohr-ofm,,96,88,0:11:26,87,79.31%,89.58%,$0.00
/issue/china-counting-christians,http://americamagazine.org/issue/china-counting-christians,,96,87,0:01:56,87,88.51%,89.58%,$0.00
/issue/christian-militias-fighting-isis-seek-us-help,http://americamagazine.org/issue/christian-militias-fighting-isis-seek-us-help,,96,83,0:02:00,68,83.82%,71.88%,$0.00
/issue/pope-francis-christians-live-gods-love-joy-astonishment,http://americamagazine.org/issue/pope-francis-christians-live-gods-love-joy-astonishment,,96,89,0:02:15,23,91.30%,48.96%,$0.00
/issue/real-francis,http://americamagazine.org/issue/real-francis,,96,91,0:08:53,88,77.27%,90.62%,$0.00
/toc-past/2007-07-02,http://americamagazine.org/toc-past/2007-07-02,,96,44,0:00:05,0,0.00%,0.00%,$0.00
/users/america-films,http://americamagazine.org/users/america-films,,96,89,0:00:39,59,94.92%,65.62%,$0.00
/content/dispatches/pope-francis-opens-doors-integration-church-life-catholics-irregular-situations,http://americamagazine.org/content/dispatches/pope-francis-opens-doors-integration-church-life-catholics-irregular-situations,,95,91,0:06:42,74,91.89%,85.26%,$0.00
/issue/100/madonnas-challenge-her-church,http://americamagazine.org/issue/100/madonnas-challenge-her-church,,95,89,0:08:34,87,93.10%,92.63%,$0.00
/issue/go-and-do-likewise,http://americamagazine.org/issue/go-and-do-likewise,,95,83,0:04:16,80,90.00%,85.26%,$0.00
/issue/lessons-paris,http://americamagazine.org/issue/lessons-paris,,94,90,0:13:10,86,91.86%,92.55%,$0.00
/content/all-things/bill-cunningham-new-york,http://americamagazine.org/content/all-things/bill-cunningham-new-york,,93,84,0:06:36,84,77.38%,89.25%,$0.00
/content/all-things/readings-pope-francis-community-life,http://americamagazine.org/content/all-things/readings-pope-francis-community-life,,93,85,0:06:11,84,88.10%,88.17%,$0.00
/content/dispatches/kentucky-homecoming-wendell-berry,http://americamagazine.org/content/dispatches/kentucky-homecoming-wendell-berry,,93,84,0:03:35,21,75.00%,54.84%,$0.00
/issue/other-campaigns,http://americamagazine.org/issue/other-campaigns,,93,93,0:03:43,68,94.12%,77.42%,$0.00
/content/all-things/five-things-synod-just-did,http://americamagazine.org/content/all-things/five-things-synod-just-did,,92,33,0:00:17,32,6.25%,34.78%,$0.00
/content/the-word/clothed-christ,http://americamagazine.org/content/the-word/clothed-christ,,92,77,0:01:37,10,50.00%,26.09%,$0.00
/issue/305/article/dying-well,http://americamagazine.org/issue/305/article/dying-well,,92,88,0:09:33,80,93.75%,91.30%,$0.00
/issue/uk-bishop-warns-brexit-will-hurt-aid-agencies,http://americamagazine.org/issue/uk-bishop-warns-brexit-will-hurt-aid-agencies,,92,82,0:01:40,65,89.23%,77.17%,$0.00
/content/dispatches/other-refugees-eritreans-pay-price-african-and-western-failure,http://americamagazine.org/content/dispatches/other-refugees-eritreans-pay-price-african-and-western-failure,,91,74,0:00:44,62,93.55%,68.13%,$0.00
/content/good-word/windows-mens-souls,http://americamagazine.org/content/good-word/windows-mens-souls,,91,88,0:09:16,88,93.18%,95.60%,$0.00
/content/the-word/decrease-and-increase,http://americamagazine.org/content/the-word/decrease-and-increase,,91,76,0:00:18,1,100.00%,4.40%,$0.00
/issue/cardinal-marx-francis-synod-women-church-and-gay-relationships,http://americamagazine.org/issue/cardinal-marx-francis-synod-women-church-and-gay-relationships,,91,88,0:14:25,87,90.80%,93.41%,$0.00
/issue/saved-grace,http://americamagazine.org/issue/saved-grace,,91,85,0:04:22,82,82.93%,90.11%,$0.00
/issue/who-judge,http://americamagazine.org/issue/who-judge,,91,84,0:02:52,72,89.04%,81.32%,$0.00
/content/all-things/readings-real-bergoglio,http://americamagazine.org/content/all-things/readings-real-bergoglio,,90,86,0:10:28,85,92.94%,93.33%,$0.00
/content/all-things/who-was-saint-pierre-favre,http://americamagazine.org/content/all-things/who-was-saint-pierre-favre,,90,79,0:09:54,76,75.00%,84.44%,$0.00
/issue/100/mary-and-feminist-movement,http://americamagazine.org/issue/100/mary-and-feminist-movement,,90,80,0:05:40,78,89.74%,85.56%,$0.00
/issue/nuncio-warns-against-complacency-hivaids,http://americamagazine.org/issue/nuncio-warns-against-complacency-hivaids,,90,78,0:02:19,54,75.93%,66.67%,$0.00
/toc-past/2013-07-01,http://americamagazine.org/toc-past/2013-07-01,,90,44,0:00:08,1,0.00%,0.00%,$0.00
/content/the-word/path-life,http://americamagazine.org/content/the-word/path-life,,89,75,0:01:07,7,62.50%,15.73%,$0.00
/issue/100/church-and-fiction-writer,http://americamagazine.org/issue/100/church-and-fiction-writer,,89,80,0:10:55,78,85.90%,86.52%,$0.00
/issue/100/notes-jesuit-education,http://americamagazine.org/issue/100/notes-jesuit-education,,89,88,0:08:59,83,97.59%,97.75%,$0.00
/issue/back-wonder,http://americamagazine.org/issue/back-wonder,,89,72,0:05:55,59,79.66%,68.54%,$0.00
/issue/lead-us-not-clericalism,http://americamagazine.org/issue/lead-us-not-clericalism,,89,83,0:07:15,79,86.08%,89.89%,$0.00
/issue/we-must-reach-out,http://americamagazine.org/issue/we-must-reach-out,,89,79,0:10:20,78,78.21%,83.15%,$0.00
/sections/theater,http://americamagazine.org/sections/theater,,89,81,0:00:42,49,100.00%,59.55%,$0.00
/content/all-things/catholic-and-mormon-author-qa-professor-stephen-h-webb,http://americamagazine.org/content/all-things/catholic-and-mormon-author-qa-professor-stephen-h-webb,,88,82,0:22:42,81,73.17%,92.05%,$0.00
/content/all-things/reviving-sacred-heart,http://americamagazine.org/content/all-things/reviving-sacred-heart,,88,73,0:07:23,73,74.32%,82.95%,$0.00
/issue/fact-challenged,http://americamagazine.org/issue/fact-challenged,,88,78,0:05:34,38,64.86%,57.95%,$0.00
