Page,URL,og:title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/content/all-things/most-misunderstood-saint,http://americamagazine.org/content/all-things/most-misunderstood-saint,,60,56,0:09:37,52,79.25%,85.00%,$0.00
/content/all-things/will-wilder-and-relic-perilous-falls-author-qa-raymond-arroyo,http://americamagazine.org/content/all-things/will-wilder-and-relic-perilous-falls-author-qa-raymond-arroyo,,60,56,0:13:17,55,65.45%,91.67%,$0.00
/content/dispatches/cardinal-rodriguez-mercy-divorce-homosexuality-unfree-free-market-and-limits,http://americamagazine.org/content/dispatches/cardinal-rodriguez-mercy-divorce-homosexuality-unfree-free-market-and-limits,,60,55,0:04:18,54,61.11%,68.33%,$0.00
/content/dispatches/pope-easter-offers-encouragement-fearful-wounded-world,http://americamagazine.org/content/dispatches/pope-easter-offers-encouragement-fearful-wounded-world,,60,58,0:04:18,56,96.43%,93.33%,$0.00
/content/ignatian-educator/admiral-mcravens-outstanding-commencement-address,http://americamagazine.org/content/ignatian-educator/admiral-mcravens-outstanding-commencement-address,,60,55,0:04:03,55,65.45%,91.67%,$0.00
/content/the-word/laborers-harvest,http://americamagazine.org/content/the-word/laborers-harvest,,60,48,0:02:40,4,25.00%,18.33%,$0.00
/issue/562/article/ruined-life,http://americamagazine.org/issue/562/article/ruined-life,,60,57,0:07:27,57,85.96%,88.33%,$0.00
/issue/739/faith-focus/saying-yes-love,http://americamagazine.org/issue/739/faith-focus/saying-yes-love,,60,55,0:03:28,49,83.67%,73.33%,$0.00
/issue/791/film/fathers-way,http://americamagazine.org/issue/791/film/fathers-way,,60,58,0:21:49,57,91.23%,95.00%,$0.00
/issue/elusive-integral-ecology,http://americamagazine.org/issue/elusive-integral-ecology,,60,60,0:02:25,59,93.22%,95.00%,$0.00
/issue/record-flooding-devastates-west-virginia,http://americamagazine.org/issue/record-flooding-devastates-west-virginia,,60,55,0:02:07,43,81.40%,65.00%,$0.00
/media/books/relic-master,http://americamagazine.org/media/books/relic-master,,60,46,0:00:45,6,50.00%,38.33%,$0.00
/content/all-things/finding-god-death-row-10-questions-chaplain-dale-recinella,http://americamagazine.org/content/all-things/finding-god-death-row-10-questions-chaplain-dale-recinella,,59,56,0:05:55,56,84.21%,93.22%,$0.00
/educator?date=2016-05,http://americamagazine.org/educator?date=2016-05,,59,50,0:00:16,5,0.00%,10.17%,$0.00
/issue/286/article/pro-life-anti-death-penalty,http://americamagazine.org/issue/286/article/pro-life-anti-death-penalty,,59,52,0:11:22,52,84.62%,88.14%,$0.00
/issue/528/article/catholicism-death-and-modern-medicine,http://americamagazine.org/issue/528/article/catholicism-death-and-modern-medicine,,59,57,0:04:38,49,53.06%,55.93%,$0.00
/issue/jesus-pilgrimage,http://americamagazine.org/issue/jesus-pilgrimage,,59,56,0:01:08,50,92.00%,88.14%,$0.00
/issue/merton-still-matters,http://americamagazine.org/issue/merton-still-matters,,59,56,0:02:29,55,92.73%,93.22%,$0.00
/sections/blogs?entry_id=5431,http://americamagazine.org/sections/blogs?entry_id=5431,,59,27,0:00:21,27,7.41%,15.25%,$0.00
/toc-past/2001-07-02,http://americamagazine.org/toc-past/2001-07-02,,59,31,0:00:04,0,0.00%,1.69%,$0.00
/content/unconventional-wisdom/why-white-guys-are-wary-clinton-economic-issues,http://americamagazine.org/content/unconventional-wisdom/why-white-guys-are-wary-clinton-economic-issues,,58,54,0:03:38,26,68.00%,68.97%,$0.00
/issue/621/article/new-lay-face-missionaries,http://americamagazine.org/issue/621/article/new-lay-face-missionaries,,58,55,0:07:45,55,90.91%,93.10%,$0.00
/issue/655/article/catholicism-and-new-atheism,http://americamagazine.org/issue/655/article/catholicism-and-new-atheism,,58,52,0:07:22,52,80.77%,82.76%,$0.00
/things?date=2016-05,http://americamagazine.org/things?date=2016-05,,58,35,0:00:28,5,40.00%,13.79%,$0.00
/toc-past/2016-04-04,http://americamagazine.org/toc-past/2016-04-04,,58,43,0:00:32,6,50.00%,18.97%,$0.00
/users/robert-david-sullivan,http://americamagazine.org/users/robert-david-sullivan,,58,50,0:02:48,16,31.25%,31.03%,$0.00
/content/all-things/prana-yoga-holy-spirit-pentecost,http://americamagazine.org/content/all-things/prana-yoga-holy-spirit-pentecost,,57,50,0:02:29,26,69.23%,54.39%,$0.00
/content/dispatches/your-brain-prayer,http://americamagazine.org/content/dispatches/your-brain-prayer,,57,54,0:03:51,44,88.64%,82.46%,$0.00
/feeds,http://americamagazine.org/feeds,,57,55,0:00:23,46,95.65%,85.96%,$0.00
/issue/335/article/simone-weils-last-journey,http://americamagazine.org/issue/335/article/simone-weils-last-journey,,57,51,0:04:07,48,83.67%,84.21%,$0.00
/issue/582/article/abortion-and-public-policy,http://americamagazine.org/issue/582/article/abortion-and-public-policy,,57,56,0:01:13,56,92.86%,94.74%,$0.00
/issue/life’s-second-half,http://americamagazine.org/issue/life’s-second-half,,57,55,0:04:20,25,80.00%,59.65%,$0.00
/issue/pastor-his-people,http://americamagazine.org/issue/pastor-his-people,,57,48,0:03:59,38,68.42%,63.16%,$0.00
/issue/truly-tuned-heart,http://americamagazine.org/issue/truly-tuned-heart,,57,57,0:02:43,50,98.00%,94.74%,$0.00
/submit/45767,http://americamagazine.org/submit/45767,,57,41,0:00:47,2,50.00%,10.53%,$0.00
/submit/success/e2b2612a-b704-450d-8c08-5817db7e40f8,http://americamagazine.org/submit/success/e2b2612a-b704-450d-8c08-5817db7e40f8,,57,54,0:03:48,4,100.00%,85.96%,$0.00
/toc-past/2010-07-05,http://americamagazine.org/toc-past/2010-07-05,,57,26,0:00:06,0,0.00%,0.00%,$0.00
/work-christian-lifetime,http://americamagazine.org/work-christian-lifetime,,57,51,0:03:33,47,85.11%,78.95%,$0.00
/?articletypeid=40&textid=3662&issueid=489,http://americamagazine.org/?articletypeid=40&textid=3662&issueid=489,,56,49,0:00:31,42,50.00%,53.57%,$0.00
/content/all-things/group-discernment-versus-groupthink,http://americamagazine.org/content/all-things/group-discernment-versus-groupthink,,56,39,0:04:20,18,44.44%,46.43%,$0.00
/content/the-word/sacrament-ongoing-christian-life,http://americamagazine.org/content/the-word/sacrament-ongoing-christian-life,,56,49,0:00:17,0,0.00%,1.79%,$0.00
/issue/746/article/jesus-history,http://americamagazine.org/issue/746/article/jesus-history,,56,50,0:07:21,49,89.80%,89.29%,$0.00
/issue/costly-scripture,http://americamagazine.org/issue/costly-scripture,,56,54,0:07:16,49,91.84%,91.07%,$0.00
/issue/pope-mercy,http://americamagazine.org/issue/pope-mercy,,56,56,0:04:55,56,98.21%,98.21%,$0.00
/issue/racine-and-sacral-violence,http://americamagazine.org/issue/racine-and-sacral-violence,,56,55,0:01:16,45,97.78%,87.50%,$0.00
/issue/report-vietnam,http://americamagazine.org/issue/report-vietnam,,56,54,0:09:47,52,94.23%,94.64%,$0.00
/sections/vatican-dispatch?page=1,http://americamagazine.org/sections/vatican-dispatch?page=1,,56,42,0:00:21,18,55.56%,37.50%,$0.00
/slideshow,http://americamagazine.org/slideshow,,56,41,0:00:33,9,66.67%,35.71%,$0.00
/content/all-things/dfw-one-good-ones,http://americamagazine.org/content/all-things/dfw-one-good-ones,,55,45,0:11:26,44,61.36%,78.18%,$0.00
/content/all-things/hes-disruptor-interview-first-things-editor-rr-reno-pope-francis-us-visit,http://americamagazine.org/content/all-things/hes-disruptor-interview-first-things-editor-rr-reno-pope-francis-us-visit,,55,51,0:12:30,50,66.67%,85.45%,$0.00
/content/all-things/nice-catholic-girl-meets-iud,http://americamagazine.org/content/all-things/nice-catholic-girl-meets-iud,,55,52,0:03:44,52,88.46%,92.73%,$0.00
/content/all-things/saving-gang-members-street-qa-father-greg-boyle-sj,http://americamagazine.org/content/all-things/saving-gang-members-street-qa-father-greg-boyle-sj,,55,55,0:09:39,55,87.27%,96.36%,$0.00
/content/dispatches/full-transcript-popes-press-conference-flight-manila,http://americamagazine.org/content/dispatches/full-transcript-popes-press-conference-flight-manila,,55,52,0:03:20,51,90.20%,89.09%,$0.00
/content/dispatches/i-would-prefer-be-judged-too-kind-too-rigid-interview-bishop-patrick-j-mcgrath,http://americamagazine.org/content/dispatches/i-would-prefer-be-judged-too-kind-too-rigid-interview-bishop-patrick-j-mcgrath,,55,48,0:07:14,47,85.11%,87.27%,$0.00
/content/the-word/follow-leader-1,http://americamagazine.org/content/the-word/follow-leader-1,,55,48,0:01:16,9,100.00%,29.09%,$0.00
/issue/100/greene-haiti,http://americamagazine.org/issue/100/greene-haiti,,55,52,0:04:53,51,92.16%,90.91%,$0.00
/issue/350/article/evolution-evil-and-original-sin,http://americamagazine.org/issue/350/article/evolution-evil-and-original-sin,,55,51,0:06:43,49,87.76%,87.27%,$0.00
/issue/511/article/remembering-fulton-sheen,http://americamagazine.org/issue/511/article/remembering-fulton-sheen,,55,55,0:16:48,54,87.04%,96.36%,$0.00
/issue/794/television/why-sitcoms-matter,http://americamagazine.org/issue/794/television/why-sitcoms-matter,,55,51,0:10:58,51,92.16%,92.73%,$0.00
/issue/paid-parental-leave-offered-chicago,http://americamagazine.org/issue/paid-parental-leave-offered-chicago,,55,49,0:01:51,33,87.88%,67.27%,$0.00
/issue/pope-no-double-lives-christians-are-people-light,http://americamagazine.org/issue/pope-no-double-lives-christians-are-people-light,,55,49,0:01:45,13,92.31%,41.82%,$0.00
/issue/supreme-court-rules-police-search-case,http://americamagazine.org/issue/supreme-court-rules-police-search-case,,55,52,0:05:51,36,88.89%,72.73%,$0.00
/issue/when-law-crime,http://americamagazine.org/issue/when-law-crime,,55,50,0:03:24,27,84.62%,69.09%,$0.00
/issue/whos-running-show-pope-francis,http://americamagazine.org/issue/whos-running-show-pope-francis,,55,53,0:07:43,50,86.00%,87.27%,$0.00
/sections/word?page=1,http://americamagazine.org/sections/word?page=1,,55,42,0:00:17,3,33.33%,9.09%,$0.00
/users/jeremy-zipple,http://americamagazine.org/users/jeremy-zipple,,55,52,0:01:44,42,80.95%,72.73%,$0.00
/?articletypeid=40&textid=1497&issueid=327,http://americamagazine.org/?articletypeid=40&textid=1497&issueid=327,,54,44,0:01:31,27,70.37%,66.67%,$0.00
/content/all-things/frank-brennan-sj-sex-abuse-scandal-australia,http://americamagazine.org/content/all-things/frank-brennan-sj-sex-abuse-scandal-australia,,54,45,0:06:41,35,77.14%,75.93%,$0.00
/issue/680/columns/abortion-absolutists,http://americamagazine.org/issue/680/columns/abortion-absolutists,,54,46,0:07:09,44,79.55%,77.78%,$0.00
/issue/city-god,http://americamagazine.org/issue/city-god,,54,50,0:04:38,14,71.43%,66.67%,$0.00
/issue/take-your-cross,http://americamagazine.org/issue/take-your-cross,,54,49,0:05:13,48,87.50%,90.74%,$0.00
/newsletters/subscriptions,http://americamagazine.org/newsletters/subscriptions,,54,43,0:01:16,17,82.35%,42.59%,$0.00
/users/james-dominic-rooney,http://americamagazine.org/users/james-dominic-rooney,,54,43,0:00:19,12,8.33%,20.37%,$0.00
/content/all-things/catholic-tv-and-renewal-qa-father-robert-reed,http://americamagazine.org/content/all-things/catholic-tv-and-renewal-qa-father-robert-reed,,53,50,0:04:59,50,78.00%,90.57%,$0.00
/content/all-things/legends-saint-anthony,http://americamagazine.org/content/all-things/legends-saint-anthony,,53,49,0:05:26,49,91.84%,92.45%,$0.00
/content/all-things/motherless-day,http://americamagazine.org/content/all-things/motherless-day,,53,47,0:02:02,8,88.89%,43.40%,$0.00
/content/all-things/where-were-voting-women-synod-0,http://americamagazine.org/content/all-things/where-were-voting-women-synod-0,,53,48,0:09:53,13,61.54%,71.70%,$0.00
/content/dispatches/encountering-other-shakespeare,http://americamagazine.org/content/dispatches/encountering-other-shakespeare,,53,44,0:07:39,44,62.22%,81.13%,$0.00
/content/dispatches/merton-writer-echoing-silence,http://americamagazine.org/content/dispatches/merton-writer-echoing-silence,,53,51,0:06:53,48,93.75%,94.34%,$0.00
/content/dispatches/transgender-debate-goes-school,http://americamagazine.org/content/dispatches/transgender-debate-goes-school,,53,50,0:05:35,25,76.00%,66.04%,$0.00
/content/good-word/adam-and-eve-real-people,http://americamagazine.org/content/good-word/adam-and-eve-real-people,,53,29,0:04:20,27,62.96%,54.72%,$0.00
/content/the-word/reading-signs-times,http://americamagazine.org/content/the-word/reading-signs-times,,53,50,0:05:15,47,85.11%,86.79%,$0.00
/issue/425/article/wahhabism-and-jihad,http://americamagazine.org/issue/425/article/wahhabism-and-jihad,,53,49,0:09:07,49,91.84%,92.45%,$0.00
/issue/608/article/lesser-evil,http://americamagazine.org/issue/608/article/lesser-evil,,53,47,0:00:23,46,93.48%,86.79%,$0.00
/issue/martyrs-maspero,http://americamagazine.org/issue/martyrs-maspero,,53,51,0:05:06,34,85.29%,69.81%,$0.00
/issue/oil-collapse-leads-food-lines-blackouts-and-rising-tension,http://americamagazine.org/issue/oil-collapse-leads-food-lines-blackouts-and-rising-tension,,53,49,0:01:45,18,88.89%,41.51%,$0.00
/issue/saintly-sinners-sinful-saints,http://americamagazine.org/issue/saintly-sinners-sinful-saints,,53,52,0:16:03,49,87.76%,92.45%,$0.00
/issue/significant-financial-problems-revealed-franciscans,http://americamagazine.org/issue/significant-financial-problems-revealed-franciscans,,53,48,0:15:39,47,93.62%,88.68%,$0.00
/content/all-things/banks-cardoner,http://americamagazine.org/content/all-things/banks-cardoner,,52,46,0:05:58,45,86.67%,86.54%,$0.00
/content/all-things/catholic-prison-ministry,http://americamagazine.org/content/all-things/catholic-prison-ministry,,52,48,0:06:59,47,76.60%,90.38%,$0.00
/content/all-things/colorados-universal-health-care-proposal-also-seismic-expansion-democracy,http://americamagazine.org/content/all-things/colorados-universal-health-care-proposal-also-seismic-expansion-democracy,,52,48,0:01:56,23,56.52%,63.46%,$0.00
/content/all-things/why-vatican-interested-search-life-universe,http://americamagazine.org/content/all-things/why-vatican-interested-search-life-universe,,52,42,0:03:58,42,83.33%,80.77%,$0.00
/content/dispatches/pope-and-irans-president-discuss-peace-middle-east,http://americamagazine.org/content/dispatches/pope-and-irans-president-discuss-peace-middle-east,,52,37,0:05:08,33,72.73%,69.23%,$0.00
/content/the-word/you-are-warmly-invited,http://americamagazine.org/content/the-word/you-are-warmly-invited,,52,49,0:05:32,49,93.88%,94.23%,$0.00
/issue/100/kiss-never-just-kiss,http://americamagazine.org/issue/100/kiss-never-just-kiss,,52,51,0:03:30,40,97.50%,78.85%,$0.00
/issue/469/article/john-paul-ii-and-mystery-human-person,http://americamagazine.org/issue/469/article/john-paul-ii-and-mystery-human-person,,52,47,0:00:36,47,95.74%,88.46%,$0.00
/issue/587/editorial/disenfranchised-americans,http://americamagazine.org/issue/587/editorial/disenfranchised-americans,,52,51,0:01:26,41,92.68%,78.85%,$0.00
/issue/my-god-my-god,http://americamagazine.org/issue/my-god-my-god,,52,51,0:03:02,45,89.13%,86.54%,$0.00
/media/podcasts/black-lives-matter-and-catholic-church,http://americamagazine.org/media/podcasts/black-lives-matter-and-catholic-church,,52,45,0:06:07,24,75.00%,53.85%,$0.00
/toc-past/2004-07-05,http://americamagazine.org/toc-past/2004-07-05,,52,26,0:00:06,0,0.00%,0.00%,$0.00
/content/all-things/are-we-losing-good-priests-because-psychological-testing,http://americamagazine.org/content/all-things/are-we-losing-good-priests-because-psychological-testing,,51,46,0:06:13,46,73.91%,88.24%,$0.00
/content/all-things/berrigan-and-friends,http://americamagazine.org/content/all-things/berrigan-and-friends,,51,45,0:05:14,11,81.82%,47.06%,$0.00
/content/all-things/catholic-theology-today-30-questions-gerald-ocollins-sj,http://americamagazine.org/content/all-things/catholic-theology-today-30-questions-gerald-ocollins-sj,,51,47,0:10:02,42,85.71%,90.20%,$0.00
/content/all-things/feast-ugandan-martyrs,http://americamagazine.org/content/all-things/feast-ugandan-martyrs,,51,48,0:09:08,46,70.21%,86.27%,$0.00
/content/all-things/happy-feast-st-ignatius-loyola-0,http://americamagazine.org/content/all-things/happy-feast-st-ignatius-loyola-0,,51,26,0:01:20,26,3.85%,49.02%,$0.00
/content/dispatches/aboard-plane-home-mexico-pope-francis-responds-questions-donald-trump,http://americamagazine.org/content/dispatches/aboard-plane-home-mexico-pope-francis-responds-questions-donald-trump,,51,47,0:03:59,47,82.98%,86.27%,$0.00
/content/dispatches/pope-says-four-nuns-were-killed-yemen-their-attackers-and-globalization,http://americamagazine.org/content/dispatches/pope-says-four-nuns-were-killed-yemen-their-attackers-and-globalization,,51,46,0:07:15,44,86.36%,86.27%,$0.00
/issue/692/article/smiling-christ,http://americamagazine.org/issue/692/article/smiling-christ,,51,44,0:02:42,44,84.09%,86.27%,$0.00
/issue/making-saints-illinois,http://americamagazine.org/issue/making-saints-illinois,,51,50,0:02:00,48,100.00%,96.08%,$0.00
/issue/reconciliation-georgetown,http://americamagazine.org/issue/reconciliation-georgetown,,51,49,0:04:57,41,75.61%,74.51%,$0.00
/issue/reply-all-102,http://americamagazine.org/issue/reply-all-102,,51,51,0:00:59,48,100.00%,96.08%,$0.00
/papal-transition,http://americamagazine.org/papal-transition,,51,41,0:03:18,40,72.50%,72.55%,$0.00
/search/node/abortion,http://americamagazine.org/search/node/abortion,,51,37,0:00:29,4,0.00%,17.65%,$0.00
/toc-past/2016-04-25,http://americamagazine.org/toc-past/2016-04-25,,51,35,0:00:41,4,50.00%,11.76%,$0.00
/users/daniel-p-horan,http://americamagazine.org/users/daniel-p-horan,,51,44,0:01:19,41,24.39%,41.18%,$0.00
/users/robert-w-mcelroy,http://americamagazine.org/users/robert-w-mcelroy,,51,43,0:00:56,25,48.00%,31.37%,$0.00
/content/all-things/annotated-mr-blue-myles-connolly-10-questions-dr-stephen-mirarchi,http://americamagazine.org/content/all-things/annotated-mr-blue-myles-connolly-10-questions-dr-stephen-mirarchi,,50,46,0:04:34,26,62.96%,68.00%,$0.00
/content/all-things/catholic-philosophy-today-11-questions-joseph-koterski-sj,http://americamagazine.org/content/all-things/catholic-philosophy-today-11-questions-joseph-koterski-sj,,50,45,0:06:41,45,80.00%,90.00%,$0.00
/content/all-things/silencing-roger-haight-sj,http://americamagazine.org/content/all-things/silencing-roger-haight-sj,,50,47,0:11:58,43,68.18%,84.00%,$0.00
/content/all-things/spirituality-weight-loss-author-qa-dr-jennifer-nolan,http://americamagazine.org/content/all-things/spirituality-weight-loss-author-qa-dr-jennifer-nolan,,50,47,0:34:51,46,74.47%,94.00%,$0.00
/content/all-things/why-director-franciscan-action-network-may-be-arrested-morning-washington-dc,http://americamagazine.org/content/all-things/why-director-franciscan-action-network-may-be-arrested-morning-washington-dc,,50,47,0:03:09,13,83.33%,62.00%,$0.00
/content/dispatches/america-media-announces-inaugural-ohare-fellows,http://americamagazine.org/content/dispatches/america-media-announces-inaugural-ohare-fellows,,50,43,0:03:13,41,78.05%,78.00%,$0.00
/content/dispatches/how-much-should-parking-ticket-cost,http://americamagazine.org/content/dispatches/how-much-should-parking-ticket-cost,,50,48,0:04:23,48,85.42%,94.00%,$0.00
/content/dispatches/vatican-needs-new-approach-teaching-amoris-laetitia-south-africa,http://americamagazine.org/content/dispatches/vatican-needs-new-approach-teaching-amoris-laetitia-south-africa,,50,39,0:03:03,13,76.92%,44.00%,$0.00
/content/good-word/spirit-too-subtle-be-seen,http://americamagazine.org/content/good-word/spirit-too-subtle-be-seen,,50,47,0:02:36,16,93.75%,52.00%,$0.00
/content/the-word/breaking-down-barriers,http://americamagazine.org/content/the-word/breaking-down-barriers,,50,48,0:01:57,48,93.75%,96.00%,$0.00
/content/the-word/you-really-believe,http://americamagazine.org/content/the-word/you-really-believe,,50,49,0:00:07,1,100.00%,10.00%,$0.00
/issue/100/biblical-scholarship-50-years-after-divino-afflante-spiritu,http://americamagazine.org/issue/100/biblical-scholarship-50-years-after-divino-afflante-spiritu,,50,46,0:04:20,45,88.89%,88.00%,$0.00
/issue/366/article/shall-we-dance,http://americamagazine.org/issue/366/article/shall-we-dance,,50,50,0:02:47,49,97.96%,96.00%,$0.00
/issue/548/article/sexuality-spirituality-and-song-songs,http://americamagazine.org/issue/548/article/sexuality-spirituality-and-song-songs,,50,48,0:12:53,47,91.49%,90.00%,$0.00
/issue/642/article/martyr-nazis,http://americamagazine.org/issue/642/article/martyr-nazis,,50,45,0:06:55,42,74.42%,80.00%,$0.00
/issue/681/article/how-save-catholic-schools,http://americamagazine.org/issue/681/article/how-save-catholic-schools,,50,44,0:07:47,43,86.05%,86.00%,$0.00
/issue/dignity-disabled,http://americamagazine.org/issue/dignity-disabled,,50,46,0:13:51,45,69.57%,90.00%,$0.00
/media/gallery/st-patricks-cathedral,http://americamagazine.org/media/gallery/st-patricks-cathedral,,50,47,0:03:07,43,88.37%,80.00%,$0.00
/taxonomy/term/52/2016-05,http://americamagazine.org/taxonomy/term/52/2016-05,,50,39,0:00:25,5,0.00%,16.00%,$0.00
/toc-past/2007-05-28,http://americamagazine.org/toc-past/2007-05-28,,50,26,0:00:05,0,0.00%,2.00%,$0.00
/users/sean-salai-sj-0,http://americamagazine.org/users/sean-salai-sj-0,,50,47,0:01:04,18,66.67%,42.00%,$0.00
/archives/2009,http://americamagazine.org/archives/2009,,49,17,0:00:12,0,0.00%,2.04%,$0.00
/content/all-things/alone-connected-rwanda,http://americamagazine.org/content/all-things/alone-connected-rwanda,,49,42,0:03:27,39,84.62%,79.59%,$0.00
/content/all-things/fighting-war-pornography-qa-dawn-e-hawkins,http://americamagazine.org/content/all-things/fighting-war-pornography-qa-dawn-e-hawkins,,49,48,0:02:21,47,85.42%,97.96%,$0.00
/content/all-things/hurricane-prayer,http://americamagazine.org/content/all-things/hurricane-prayer,,49,44,0:02:39,44,84.44%,87.76%,$0.00
/content/all-things/jesuits-hierarchy,http://americamagazine.org/content/all-things/jesuits-hierarchy,,49,45,0:05:48,43,83.72%,89.80%,$0.00
/content/dispatches/good-wife-takes-stab-catholic-divorce-and-jesuits,http://americamagazine.org/content/dispatches/good-wife-takes-stab-catholic-divorce-and-jesuits,,49,47,0:01:21,47,89.36%,91.84%,$0.00
/issue/100/paul-vis-populorum-progressio,http://americamagazine.org/issue/100/paul-vis-populorum-progressio,,49,44,0:03:42,34,88.24%,69.39%,$0.00
/issue/367/article/psychological-treatment-priest-sex-offenders,http://americamagazine.org/issue/367/article/psychological-treatment-priest-sex-offenders,,49,46,0:01:35,46,93.48%,93.88%,$0.00
/issue/after-brexit,http://americamagazine.org/issue/after-brexit,,49,37,0:03:14,30,93.33%,67.35%,$0.00
/issue/india-tops-global-slavery-index,http://americamagazine.org/issue/india-tops-global-slavery-index,,49,48,0:04:43,20,95.00%,57.14%,$0.00
/users/editors,http://americamagazine.org/users/editors,,49,37,0:00:22,4,25.00%,12.24%,$0.00
/users/john-carr,http://americamagazine.org/users/john-carr,,49,39,0:00:23,29,72.41%,57.14%,$0.00
/classifieds/jobs/assistant-chaplain-new-position,http://americamagazine.org/classifieds/jobs/assistant-chaplain-new-position,,48,44,0:00:24,3,66.67%,27.08%,$0.00
/content/all-things/slavery-and-commodity-chains-fighting-globalization-indifference,http://americamagazine.org/content/all-things/slavery-and-commodity-chains-fighting-globalization-indifference,,48,41,0:10:41,40,77.50%,83.33%,$0.00
/content/all-things/what-makes-good-catholic-teacher,http://americamagazine.org/content/all-things/what-makes-good-catholic-teacher,,48,46,0:07:17,46,89.13%,95.83%,$0.00
/content/frequently-asked-questions,http://americamagazine.org/content/frequently-asked-questions,,48,43,0:01:40,3,66.67%,33.33%,$0.00
/content/unconventional-wisdom/do-not-publish-how-red-and-blue-map-evolved-over-past-century,http://americamagazine.org/content/unconventional-wisdom/do-not-publish-how-red-and-blue-map-evolved-over-past-century,,48,17,0:02:33,7,0.00%,22.92%,$0.00
/issue/213/they-know-suffering-christ,http://americamagazine.org/issue/213/they-know-suffering-christ,,48,43,0:07:46,41,80.49%,83.33%,$0.00
/issue/362/article/why-catholics-fast,http://americamagazine.org/issue/362/article/why-catholics-fast,,48,47,0:01:56,37,91.89%,72.92%,$0.00
/issue/christ-actually,http://americamagazine.org/issue/christ-actually,,48,43,0:09:44,39,76.92%,79.17%,$0.00
/issue/look-margins,http://americamagazine.org/issue/look-margins,,48,38,0:03:28,24,79.17%,54.17%,$0.00
/issue/pope-francis-people-says-president-human-rights-organization-argentina,http://americamagazine.org/issue/pope-francis-people-says-president-human-rights-organization-argentina,,48,46,0:04:04,31,93.55%,72.92%,$0.00
/issue/popes-homily-teen-jubilee-mass,http://americamagazine.org/issue/popes-homily-teen-jubilee-mass,,48,42,0:04:29,32,87.50%,68.75%,$0.00
/issue/will-church-lose-china,http://americamagazine.org/issue/will-church-lose-china,,48,46,0:05:43,43,79.07%,75.00%,$0.00
/media/podcasts/twitter-turns-10,http://americamagazine.org/media/podcasts/twitter-turns-10,,48,47,0:07:19,44,100.00%,95.83%,$0.00
/media/videos/support-our-journalism-mexico-papal-visit,http://americamagazine.org/media/videos/support-our-journalism-mexico-papal-visit,,48,48,0:00:00,47,100.00%,100.00%,$0.00
/content/all-things/holy-saturday-milan-time-between,http://americamagazine.org/content/all-things/holy-saturday-milan-time-between,,47,47,0:02:35,44,100.00%,97.87%,$0.00
/content/all-things/learning-be-man-others,http://americamagazine.org/content/all-things/learning-be-man-others,,47,46,0:37:47,45,88.89%,97.87%,$0.00
/content/dispatches/be-living-writers-gospel-mercy-urges-pope-francis,http://americamagazine.org/content/dispatches/be-living-writers-gospel-mercy-urges-pope-francis,,47,45,0:01:53,15,73.33%,55.32%,$0.00
/content/dispatches/colognes-cathedral-plaza-turning-arabic,http://americamagazine.org/content/dispatches/colognes-cathedral-plaza-turning-arabic,,47,46,0:01:14,45,97.78%,95.74%,$0.00
/herbert-mccabe-faith-within-reason,http://americamagazine.org/herbert-mccabe-faith-within-reason,,47,46,0:11:09,44,90.91%,91.49%,$0.00
/issue/462/article/crisis-management-church,http://americamagazine.org/issue/462/article/crisis-management-church,,47,44,0:02:41,42,90.48%,89.36%,$0.00
/issue/5148/100/reality-check,http://americamagazine.org/issue/5148/100/reality-check,,47,40,0:03:41,37,77.78%,76.60%,$0.00
/issue/675/article/complicated-apostle,http://americamagazine.org/issue/675/article/complicated-apostle,,47,44,0:07:02,43,90.70%,89.36%,$0.00
/issue/710/article/confessions-modern-nun,http://americamagazine.org/issue/710/article/confessions-modern-nun,,47,47,0:06:57,41,92.68%,87.23%,$0.00
/issue/786/article/fundamental-challenge,http://americamagazine.org/issue/786/article/fundamental-challenge,,47,44,0:09:35,39,87.50%,89.36%,$0.00
/issue/christian-hope,http://americamagazine.org/issue/christian-hope,,47,40,0:05:40,32,87.50%,74.47%,$0.00
/issue/examining-our-social-sins,http://americamagazine.org/issue/examining-our-social-sins,,47,46,0:12:19,46,91.30%,93.62%,$0.00
/issue/my-father-nikita,http://americamagazine.org/issue/my-father-nikita,,47,46,0:19:07,46,95.65%,97.87%,$0.00
/issue/unfinished-houses,http://americamagazine.org/issue/unfinished-houses,,47,44,0:00:18,43,90.70%,91.49%,$0.00
/submit/46314?step=submission,http://americamagazine.org/submit/46314?step=submission,,47,36,0:08:58,2,0.00%,27.66%,$0.00
/users/j-greg-phelan,http://americamagazine.org/users/j-greg-phelan,,47,12,0:02:06,11,9.09%,10.64%,$0.00
/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=http://www.huffingtonpost.com/entry/religious-leaders-orlando-shooting_us_575ef665e4b071ec19eea15c,http://americamagazine.org/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=http://www.huffingtonpost.com/entry/religious-leaders-orlando-shooting_us_575ef665e4b071ec19eea15c,,46,43,0:01:35,42,76.19%,76.09%,$0.00
